date,activity,weight,points,crono
2020-08-01,Exercicios,15,0,00:00:00
2020-08-01,Meditacao,50,0,00:00:00
2020-08-01,Afirmacoes,150,0,00:00:00
2020-07-31,VitaminasEtc,150,0,00:00:00
2020-07-31,Exercicios,15,31,00:00:00
2020-07-31,Meditacao,50,0,00:00:00
2020-07-31,Disciplinas,40,0,00:00:00
2020-07-31,Afirmacoes,150,0,00:00:00
2020-07-31,Pesquisas,40,30,00:00:00
2020-07-31,Programacao,40,0,00:00:00
2020-07-31,Flauta,40,24,00:00:00
2020-07-31,Neuronation/Ingles,25,0,00:00:00
2020-07-30,Programacao,40,0,00:00:00
2020-07-30,Disciplinas,40,12,00:00:00
2020-07-30,Afirmacoes,150,0,00:00:00
2020-07-30,Meditacao,50,4,00:00:00
2020-07-30,Exercicios,15,30,00:00:00
2020-07-30,Neuronation/Ingles,25,0,00:00:00
2020-07-30,Pesquisas,40,62,00:00:00
2020-07-30,Flauta,40,0,00:00:00
2020-07-30,VitaminasEtc,150,1,00:00:00
2020-07-29,VitaminasEtc,150,1,00:00:00
2020-07-29,Afirmacoes,150,0,00:00:00
2020-07-29,Disciplinas,40,0,00:00:00
2020-07-29,Pesquisas,40,48,00:00:00
2020-07-29,Exercicios,15,10,00:00:00
2020-07-29,Neuronation/Ingles,25,0,00:00:00
2020-07-29,Programacao,40,0,00:00:00
2020-07-29,Flauta,40,12,00:00:00
2020-07-29,Meditacao,50,0,00:00:00
2020-07-28,Meditacao,50,4,00:00:00
2020-07-28,Programacao,40,0,00:00:00
2020-07-28,Pesquisas,40,48,00:00:00
2020-07-28,Afirmacoes,150,0,00:00:00
2020-07-28,Flauta,40,10,00:00:00
2020-07-28,Disciplinas,40,48,00:00:00
2020-07-28,Neuronation/Ingles,25,0,00:00:00
2020-07-28,Exercicios,15,36,00:00:00
2020-07-28,VitaminasEtc,150,1,00:00:00
2020-07-27,Programacao,40,0,00:00:00
2020-07-27,Exercicios,15,0,00:00:00
2020-07-27,Flauta,40,6,00:00:00
2020-07-27,Disciplinas,40,0,00:00:00
2020-07-27,Pesquisas,40,12,00:00:00
2020-07-27,VitaminasEtc,150,1,00:00:00
2020-07-27,Afirmacoes,150,0,00:00:00
2020-07-27,Neuronation/Ingles,25,0,00:00:00
2020-07-27,Meditacao,50,0,00:00:00
2020-07-26,Pesquisas,40,48,00:00:00
2020-07-26,Programacao,40,36,00:00:00
2020-07-26,Flauta,40,8,00:00:00
2020-07-26,Meditacao,50,2,00:00:00
2020-07-26,Exercicios,15,40,00:00:00
2020-07-26,VitaminasEtc,150,1,00:00:00
2020-07-26,Disciplinas,40,0,00:00:00
2020-07-26,Afirmacoes,150,1,00:00:00
2020-07-26,Neuronation/Ingles,25,0,00:00:00
2020-07-25,Disciplinas,40,0,00:00:00
2020-07-25,Meditacao,50,0,00:00:00
2020-07-25,Neuronation/Ingles,25,0,00:00:00
2020-07-25,Afirmacoes,150,1,00:00:00
2020-07-25,VitaminasEtc,150,0,00:00:00
2020-07-25,Flauta,40,0,00:00:00
2020-07-25,Programacao,40,0,00:00:00
2020-07-25,Exercicios,15,0,00:00:00
2020-07-25,Pesquisas,40,82,00:00:00
2020-07-24,Pesquisas,5,564,00:00:00
2020-07-23,Pesquisas,5,668,00:00:00
2020-07-22,Pesquisas,5,621,00:00:00
2020-07-21,Pesquisas,5,666,00:00:00
2020-07-20,Pesquisas,5,519,00:00:00
2020-07-19,Pesquisas,5,408,00:00:00
2020-07-18,Pesquisas,5,318,00:00:00
2020-07-17,Pesquisas,5,402,00:00:00
2020-07-16,Pesquisas,5,508,00:00:00
2020-07-15,Pesquisas,5,387,00:00:00
2020-07-14,Pesquisas,5,698,00:00:00
2020-07-13,Pesquisas,5,390,00:00:00
2020-07-12,Pesquisas,5,571,00:00:00
2020-07-11,Pesquisas,5,730,00:00:00
2020-07-10,Pesquisas,5,480,00:00:00
2020-07-09,Pesquisas,5,666,00:00:00
2020-07-08,Pesquisas,5,606,00:00:00
2020-07-07,Pesquisas,5,470,00:00:00
2020-07-06,Pesquisas,5,666,00:00:00
2020-07-05,Pesquisas,5,730,00:00:00
2020-07-04,Pesquisas,5,742,00:00:00
2020-07-03,Pesquisas,5,666,00:00:00
2020-07-02,Pesquisas,5,584,00:00:00
2020-07-01,Pesquisas,5,636,00:00:00
2020-06-30,Pesquisas,5,670,00:00:00
2020-06-29,Pesquisas,5,570,00:00:00
2020-06-28,Pesquisas,5,715,00:00:00
2020-06-27,Pesquisas,5,706,00:00:00
2020-06-26,Pesquisas,5,606,00:00:00
2020-06-25,Pesquisas,5,758,00:00:00
2020-06-24,Pesquisas,5,650,00:00:00
2020-06-23,Pesquisas,5,660,00:00:00
2020-06-22,Pesquisas,5,785,00:00:00
2020-06-21,Pesquisas,5,576,00:00:00
2020-06-20,Pesquisas,5,737,00:00:00
2020-06-19,Pesquisas,5,638,00:00:00
2020-06-18,Pesquisas,5,666,00:00:00
2020-06-17,Pesquisas,5,484,00:00:00
2020-06-16,Pesquisas,5,645,00:00:00
2020-06-15,Pesquisas,5,483,00:00:00
2020-06-14,Pesquisas,5,348,00:00:00
2020-06-13,Pesquisas,5,354,00:00:00
2020-06-12,Pesquisas,5,348,00:00:00
2020-06-11,Pesquisas,5,391,00:00:00
2020-06-10,Pesquisas,5,431,00:00:00
2020-06-09,Pesquisas,5,574,00:00:00
2020-06-08,Pesquisas,5,156,00:00:00
2020-06-07,Pesquisas,5,572,00:00:00
2020-06-06,Pesquisas,5,514,00:00:00
2020-06-05,Pesquisas,5,234,00:00:00
2020-06-04,Pesquisas,5,82,00:00:00
2020-06-03,Pesquisas,5,272,00:00:00
2020-06-02,Pesquisas,5,402,00:00:00
2020-06-01,Pesquisas,5,474,00:00:00
2020-05-31,Pesquisas,5,250,00:00:00
2020-05-30,Pesquisas,5,272,00:00:00
2020-05-29,Pesquisas,5,351,00:00:00
2020-05-28,Pesquisas,5,315,00:00:00
2020-05-27,Pesquisas,5,516,00:00:00
2020-05-26,Pesquisas,5,258,00:00:00
2020-05-25,Pesquisas,5,544,00:00:00
2020-05-24,Pesquisas,5,510,00:00:00
2020-05-23,Pesquisas,5,564,00:00:00
2020-05-22,Pesquisas,5,520,00:00:00
2020-05-21,Pesquisas,5,474,00:00:00
2020-05-20,Pesquisas,5,724,00:00:00
2020-05-19,Pesquisas,5,728,00:00:00
2020-05-18,Pesquisas,5,348,00:00:00
2020-05-17,Pesquisas,5,563,00:00:00
2020-05-16,Pesquisas,5,396,00:00:00
2020-05-15,Pesquisas,5,426,00:00:00
2020-05-14,Pesquisas,5,560,00:00:00
2020-05-13,Pesquisas,5,459,00:00:00
2020-05-12,Pesquisas,5,174,00:00:00
2020-05-11,Pesquisas,5,250,00:00:00
2020-05-10,Pesquisas,5,446,00:00:00
2020-05-09,Pesquisas,5,412,00:00:00
2020-05-08,Pesquisas,5,472,00:00:00
2020-05-07,Pesquisas,5,520,00:00:00
2020-05-06,Pesquisas,5,306,00:00:00
2020-05-05,Pesquisas,5,232,00:00:00
2020-05-04,Pesquisas,5,242,00:00:00
2020-05-03,Pesquisas,5,593,00:00:00
2020-05-02,Pesquisas,5,383,00:00:00
2020-05-01,Pesquisas,5,348,00:00:00
2020-04-30,Pesquisas,5,652,00:00:00
2020-04-29,Pesquisas,5,352,00:00:00
2020-04-28,Pesquisas,5,551,00:00:00
2020-04-27,Pesquisas,5,484,00:00:00
2020-04-26,Pesquisas,5,590,00:00:00
2020-04-25,Pesquisas,5,615,00:00:00
2020-04-24,Pesquisas,5,696,00:00:00
2020-04-23,Pesquisas,5,62,00:00:00
2020-04-22,Pesquisas,5,429,00:00:00
2020-04-21,Pesquisas,5,483,00:00:00
2020-04-20,Pesquisas,5,315,00:00:00
2020-04-19,Pesquisas,5,288,00:00:00
2020-04-18,Pesquisas,5,254,00:00:00
2020-04-17,Pesquisas,5,172,00:00:00
2020-04-16,Pesquisas,5,156,00:00:00
2020-04-15,Pesquisas,5,330,00:00:00
2020-04-14,Pesquisas,5,708,00:00:00
2020-04-13,Pesquisas,5,463,00:00:00
2020-04-12,Pesquisas,5,574,00:00:00
2020-04-11,Pesquisas,5,672,00:00:00
2020-04-10,Pesquisas,5,163,00:00:00
2020-04-09,Pesquisas,5,298,00:00:00
2020-04-08,Pesquisas,5,450,00:00:00
2020-04-07,Pesquisas,5,402,00:00:00
2020-04-06,Pesquisas,5,420,00:00:00
2020-04-05,Pesquisas,5,446,00:00:00
2020-04-04,Pesquisas,5,540,00:00:00
2020-04-03,Pesquisas,5,495,00:00:00
2020-04-02,Pesquisas,5,414,00:00:00
2020-04-01,Pesquisas,5,488,00:00:00
2020-03-31,Pesquisas,5,582,00:00:00
2020-03-30,Pesquisas,5,495,00:00:00
2020-03-29,Pesquisas,5,420,00:00:00
2020-03-28,Pesquisas,5,402,00:00:00
2020-03-27,Pesquisas,5,346,00:00:00
2020-03-26,Pesquisas,5,440,00:00:00
2020-03-25,Pesquisas,5,246,00:00:00
2020-03-24,Pesquisas,5,279,00:00:00
2020-03-23,Pesquisas,5,162,00:00:00
2020-03-22,Pesquisas,5,330,00:00:00
2020-03-21,Pesquisas,5,324,00:00:00
2020-03-20,Pesquisas,5,240,00:00:00
2020-03-19,Pesquisas,5,216,00:00:00
2020-03-18,Pesquisas,5,300,00:00:00
2020-03-17,Pesquisas,5,361,00:00:00
2020-03-16,Pesquisas,5,602,00:00:00
2020-03-15,Pesquisas,5,430,00:00:00
2020-03-14,Pesquisas,5,580,00:00:00
2020-03-13,Pesquisas,5,166,00:00:00
2020-03-12,Pesquisas,5,862,00:00:00
2020-03-11,Pesquisas,5,774,00:00:00
2020-03-10,Pesquisas,5,486,00:00:00
2020-03-09,Pesquisas,5,410,00:00:00
2020-03-08,Pesquisas,5,76,00:00:00
2020-03-07,Pesquisas,5,485,00:00:00
2020-03-06,Pesquisas,5,350,00:00:00
2020-03-05,Pesquisas,5,648,00:00:00
2020-03-04,Pesquisas,5,563,00:00:00
2020-03-03,Pesquisas,5,691,00:00:00
2020-03-02,Pesquisas,5,54,00:00:00
2020-03-01,Pesquisas,5,0,00:00:00
2020-02-29,Pesquisas,5,0,00:00:00
2020-02-28,Pesquisas,5,0,00:00:00
2020-02-27,Pesquisas,5,0,00:00:00
2020-02-26,Pesquisas,5,0,00:00:00
2020-02-25,Pesquisas,5,88,00:00:00
2020-02-24,Pesquisas,5,232,00:00:00
2020-02-23,Pesquisas,5,442,00:00:00
2020-02-22,Pesquisas,5,140,00:00:00
2020-02-21,Pesquisas,5,309,00:00:00
2020-02-20,Pesquisas,5,305,00:00:00
2020-02-19,Pesquisas,5,140,00:00:00
2020-02-18,Pesquisas,5,167,00:00:00
2020-02-17,Pesquisas,5,293,00:00:00
2020-02-16,Pesquisas,5,120,00:00:00
2020-02-15,Pesquisas,5,23,00:00:00
2020-02-14,Pesquisas,5,17,00:00:00
